id;codigo;nomoficial;alt_izqini;alt_izqfin;alt_derini;alt_derfin;nomanter;tipo_c;observa;bicisenda;lado_ciclo;recorrid_x;ciclo_obse;st_asgeojson
1263;3156;CONGRESO;2002;2100;2001;2099;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4594721713073,-34.553875650288],[-58.4587547020286,-34.5534994851712],[-58.4585339893126,-34.5533851768095]]]}
1280;18005;QUESADA;2302;2352;2315;2343;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4622575943941,-34.5538101961881],[-58.4626791995721,-34.5540298549584]]]}
1281;16002;VUELTA DE OBLIGADO;2902;3000;2901;2999;OBLIGADO;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4626791995721,-34.5540298549584],[-58.4634756707926,-34.5529731137744]]]}
1287;16025;11 DE SEPTIEMBRE DE 1888;2602;2700;2601;2699;11 DE SEPTIEMBRE;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4557787288597,-34.5532258894594],[-58.4550407395152,-34.5540873638499]]]}
1312;20127;SUPERI;3602;3700;3601;3699;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4778552065801,-34.5543137161795],[-58.4779352019865,-34.55420954652],[-58.4786742119911,-34.5532369426207]]]}
1315;4111;MONROE;1602;1700;1601;1699;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.452121638129,-34.5536589571645],[-58.4532735040565,-34.5543415476337]]]}
1319;19093;RUIZ HUIDOBRO AV.;4502;4600;0;0;;AVENIDA;se completo numeración 8-1-3;Bicisendas preexistentes;;;;{"type":"MultiLineString","coordinates":[[[-58.4929572538221,-34.5543449232805],[-58.492028149463,-34.5538577332894]]]}
1321;3156;CONGRESO;2102;2200;2101;2199;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4604096833109,-34.5543671728922],[-58.4594721713073,-34.553875650288]]]}
1367;19093;RUIZ HUIDOBRO AV.;4602;4700;0;0;;AVENIDA;se completo numeración 8-1-3;Bicisendas preexistentes;;;;{"type":"MultiLineString","coordinates":[[[-58.493877769985,-34.5548276011047],[-58.4929572538221,-34.5543449232805]]]}
1369;3156;CONGRESO;2202;2300;2201;2299;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4613538458221,-34.554862139194],[-58.4604096833109,-34.5543671728922]]]}
1370;16002;VUELTA DE OBLIGADO;2802;2900;2801;2899;OBLIGADO;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4613538458221,-34.554862139194],[-58.4622575943941,-34.5538101961881]]]}
1394;4111;MONROE;1702;1800;1701;1799;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4532735040565,-34.5543415476337],[-58.4543010323464,-34.5549504533312]]]}
1395;16025;11 DE SEPTIEMBRE DE 1888;2502;2600;2501;2599;11 DE SEPTIEMBRE;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4550407395152,-34.5540873638499],[-58.4543728839147,-34.5548670741572],[-58.4543010323464,-34.5549504533312]]]}
1410;19093;RUIZ HUIDOBRO AV.;4702;4710;0;0;;AVENIDA;se completo numeración 8-1-3;Bicisendas preexistentes;;;;{"type":"MultiLineString","coordinates":[[[-58.4942117943235,-34.5550659769497],[-58.4941154093674,-34.5549959281654],[-58.493877769985,-34.5548276011047]]]}
1446;4053;BALBIN, RICARDO, DR. AV.;0;0;4401;4449;SAN ISIDRO-DEL TEJAR;AVENIDA;corrección numeración 28-1;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4948786969729,-34.555204400881],[-58.4950458106928,-34.5552510489943],[-58.4952752346804,-34.5552983845271],[-58.4954895518956,-34.5553137751882],[-58.4956801761725,-34.5552997851934]]]}
1459;16025;11 DE SEPTIEMBRE DE 1888;2452;2500;2451;2499;11 DE SEPTIEMBRE;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4543010323464,-34.5549504533312],[-58.4539158918785,-34.5553973480598]]]}
1465;20127;SUPERI;3502;3600;3501;3599;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4769905627295,-34.5554400691356],[-58.4778552065801,-34.5543137161795]]]}
1468;3156;CONGRESO;2302;2400;2301;2399;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4625330432147,-34.5554802733402],[-58.4613538458221,-34.554862139194]]]}
1487;19093;RUIZ HUIDOBRO AV.;4712;4800;0;0;;AVENIDA;se completo numeración 8-1-3;Bicisendas preexistentes;;;;{"type":"MultiLineString","coordinates":[[[-58.4947133495806,-34.5554091012125],[-58.4943765516459,-34.5551856580912],[-58.4942117943235,-34.5550659769497]]]}
1499;19093;RUIZ HUIDOBRO AV.;4852;4900;4851;4899;;AVENIDA;se completo numeración 8-1-3;Bicisendas preexistentes;;;;{"type":"MultiLineString","coordinates":[[[-58.4955679035116,-34.5557472394645],[-58.4952007273218,-34.5556718721138]]]}
1500;19093;RUIZ HUIDOBRO AV.;0;0;0;0;;AVENIDA;;Bicisendas preexistentes;;;;{"type":"MultiLineString","coordinates":[[[-58.4959617395715,-34.5557018798079],[-58.4955679035116,-34.5557472394645]]]}
1517;16025;11 DE SEPTIEMBRE DE 1888;2402;2450;2401;2449;11 DE SEPTIEMBRE;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4539158918785,-34.5553973480598],[-58.4534922666679,-34.5558888181409]]]}
1551;20127;SUPERI;3402;3500;3401;3499;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4764122766053,-34.556193409225],[-58.4769905627295,-34.5554400691356]]]}
1604;17155;GOYENECHE, ROBERTO PARQUE AV.;3802;3900;3801;3899;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose "Parque Roberto Goyeneche Av."";Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4873847540663,-34.556630436193],[-58.4879151862021,-34.5558640957598]]]}
1632;20127;SUPERI;3302;3400;3301;3399;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4759029166053,-34.5568568758142],[-58.4764122766053,-34.556193409225]]]}
1655;16015;OLAZABAL;1802;1820;1777;1799;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4528007763025,-34.5568926125191],[-58.4530774968368,-34.557054543401]]]}
1666;6025;FIGUEROA ALCORTA, PRES. AV.;6002;6400;6001;6399;CENTENARIO, Av.;AVENIDA;;Ciclovías;Mano izquierda;Vereda;;{"type":"MultiLineString","coordinates":[[[-58.429975331687,-34.5572080792718],[-58.4301964682635,-34.5570335529667],[-58.4320403747228,-34.5555720620616],[-58.4341161809469,-34.5539535690729]]]}
1690;17155;GOYENECHE, ROBERTO PARQUE AV.;3702;3800;3701;3799;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose "Parque Roberto Goyeneche Av."";Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4868386557662,-34.5574193839839],[-58.4873847540663,-34.556630436193]]]}
1728;16025;11 DE SEPTIEMBRE DE 1888;2202;2300;2201;2299;11 DE SEPTIEMBRE;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.452000574977,-34.5578126571519],[-58.4528007763025,-34.5568926125191]]]}
1744;17155;GOYENECHE, ROBERTO PARQUE AV.;3652;3700;3651;3699;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose "Parque Roberto Goyeneche Av."";Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4864575352507,-34.5579601170111],[-58.4868386557662,-34.5574193839839]]]}
1750;20127;SUPERI;3202;3300;3201;3299;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4750281772672,-34.5579963146853],[-58.4759029166053,-34.5568568758142]]]}
1774;2137;BELLO, ANDRES;0;0;0;0;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4311153485914,-34.5582608919018],[-58.4312028814956,-34.558198094778],[-58.4312561825761,-34.5581650788568],[-58.4313289798565,-34.5581254479061],[-58.4313816827978,-34.5580982066848],[-58.4314332801272,-34.5580681481288],[-58.4314828352499,-34.5580358354057],[-58.4315300927878,-34.5580012684528],[-58.4315749675622,-34.5579645881025],[-58.431617374395,-34.5579259351871],[-58.4318563248878,-34.5576856328066],[-58.4319860993682,-34.5575665052017],[-58.4321212247493,-34.5574790703722],[-58.4323042796563,-34.5573791819806],[-58.4325091375002,-34.5572476071296],[-58.4325582711775,-34.5572012087159],[-58.4326011070018,-34.5571508648889],[-58.4326373894273,-34.5570970685723],[-58.4326666075131,-34.557040383052],[-58.4326869715587,-34.5569866532286],[-58.432857205603,-34.5565513230842],[-58.4328831035916,-34.5564944254182],[-58.4329162361435,-34.5564401352633],[-58.4329560922794,-34.556389086321],[-58.4330023313212,-34.5563417714821],[-58.4330544422724,-34.5562988948726],[-58.4333307420922,-34.5560901493346],[-58.4337648080173,-34.5557831263183],[-58.4338181090281,-34.555742925839],[-58.4338689421465,-34.5557006119811],[-58.4339172222251,-34.5556562551534],[-58.4339629491918,-34.5556100666359],[-58.4340058676548,-34.5555621167973],[-58.434045892469,-34.5555124760462],[-58.4342052178464,-34.5553353221534],[-58.4342524747927,-34.5552946975162],[-58.4343086666042,-34.5552628077314],[-58.4343714944999,-34.5552410607684],[-58.4344412136985,-34.5552299496564],[-58.4345270210281,-34.5552189126438],[-58.4346132529778,-34.5552107631242],[-58.4346999095562,-34.5552055010968],[-58.4347866502819,-34.5552031264829],[-58.4348734751874,-34.5552035688566],[-58.4349602139895,-34.5552069690304],[-58.4350466964988,-34.5552131861146],[-58.4351328375781,-34.5552222905163],[-58.4352184670141,-34.5552342117719],[-58.4353034145469,-34.5552490202703],[-58.4353875950853,-34.5552666455679]]]}
1808;17155;GOYENECHE, ROBERTO PARQUE AV.;3602;3650;3601;3649;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose "Parque Roberto Goyeneche Av."";Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4860856903073,-34.5585071853396],[-58.4864575352507,-34.5579601170111]]]}
1823;16025;11 DE SEPTIEMBRE DE 1888;2102;2200;2101;2199;11 DE SEPTIEMBRE;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.451152592632,-34.5587876943705],[-58.452000574977,-34.5578126571519]]]}
1824;21057;TRIUNVIRATO AV.;6452;6590;6451;6589;;AVENIDA;corr.8-1-03;Bicisendas preexistentes;;;;{"type":"MultiLineString","coordinates":[[[-58.4963088324069,-34.5561619549443],[-58.496335195567,-34.556176869541],[-58.4965386125788,-34.5563170309742],[-58.496699635722,-34.5564501613047],[-58.4968014131064,-34.5565833784077],[-58.496860819035,-34.5567656235944],[-58.4968438572142,-34.5569198606873],[-58.4967592356229,-34.5571091182538],[-58.4966322187052,-34.5572914153992],[-58.4960732432828,-34.5580276591048],[-58.4959886160487,-34.5582099439595],[-58.4959039144573,-34.5584202582038],[-58.4958786165474,-34.5585955546756],[-58.4958463445506,-34.5587869100921]]]}
1840;20127;SUPERI;3102;3200;3101;3199;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4743243173484,-34.5589131856895],[-58.4750281772672,-34.5579963146853]]]}
1870;6025;FIGUEROA ALCORTA, PRES. AV.;5702;6000;5701;5999;CENTENARIO, Av.;AVENIDA;;Ciclovías;Mano izquierda;Vereda;;{"type":"MultiLineString","coordinates":[[[-58.4274823903346,-34.5591831086016],[-58.427848215409,-34.5588930596785],[-58.4297698618976,-34.557370566599],[-58.429975331687,-34.5572080792718]]]}
1879;6025;FIGUEROA ALCORTA, PRES. AV.;0;0;0;0;CENTENARIO, Av.;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4273549134207,-34.5592831466852],[-58.4274823903346,-34.5591831086016]]]}
1928;20127;SUPERI;3002;3100;3001;3099;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4735530169705,-34.5597978739687],[-58.4743243173484,-34.5589131856895]]]}
1938;17155;GOYENECHE, ROBERTO PARQUE AV.;3502;3600;3501;3599;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose "Parque Roberto Goyeneche Av."";Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4851659314367,-34.5598748843957],[-58.4852538339511,-34.5597487357634],[-58.4858637705046,-34.5588272420773],[-58.4860856903073,-34.5585071853396]]]}
1955;2137;BELLO, ANDRES;0;0;0;0;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4280039708749,-34.5599801951422],[-58.4280799968702,-34.559962892004],[-58.4281525335416,-34.5599433342087],[-58.4282239646271,-34.5599210998818],[-58.4282940347676,-34.5598961185273],[-58.4283625736448,-34.5598685309511],[-58.4284296663523,-34.5598384076054],[-58.4284949723763,-34.559805748397],[-58.4285583214011,-34.5597706941326],[-58.4286197985509,-34.5597332448388],[-58.4286790632567,-34.5596935412751],[-58.4287349233653,-34.5596524986469],[-58.4288112337117,-34.5595626566624],[-58.4289008302768,-34.5594565499711],[-58.4289311528792,-34.5594134578336],[-58.4289589228965,-34.559367266252],[-58.429019492782,-34.5592563624968],[-58.4291024650753,-34.559109970322],[-58.4291292145104,-34.5590609613902],[-58.4291607355474,-34.5590006152247],[-58.4291983928676,-34.5589222417536],[-58.4292190124416,-34.5588748509097],[-58.4292403159071,-34.5588202064015],[-58.4292570229798,-34.5587644338188],[-58.4292685384051,-34.5587059836349],[-58.4292766482632,-34.5586488001798],[-58.4292841625096,-34.5585909123035],[-58.4292922696429,-34.5585404897137],[-58.4293058283725,-34.5584811949747],[-58.4293216828652,-34.5584284504524],[-58.429343665132,-34.558378876759],[-58.4293749228803,-34.5583373341247],[-58.4294100936601,-34.5583026238432],[-58.429460928158,-34.5582663684512],[-58.4295081831934,-34.5582405350705],[-58.429572888792,-34.5582151289617],[-58.4296264383499,-34.5582011991884],[-58.4296804115981,-34.5581921288805],[-58.4297489399281,-34.5581865837636],[-58.4298186580401,-34.5581860391544],[-58.4299009727541,-34.5581905685416],[-58.4299619203349,-34.5581966415113],[-58.4300198025199,-34.5582049672529],[-58.4300819402571,-34.5582151955983],[-58.4301587180614,-34.5582294420809],[-58.4302226421047,-34.5582431921165],[-58.4303022274141,-34.5582618056498],[-58.430374919673,-34.5582749945264],[-58.4304507628028,-34.5582850854606],[-58.4305122215998,-34.5582902427562],[-58.4305672124729,-34.558291172776],[-58.4306231412172,-34.5582882296032],[-58.4307037583879,-34.5582801518003],[-58.4307836087124,-34.5582739048123],[-58.4309495212008,-34.5582674689065],[-58.4311153485914,-34.5582608919018]]]}
2016;20127;SUPERI;2902;3000;2901;2999;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4726993074718,-34.5607769344492],[-58.4735530169705,-34.5597978739687]]]}
2064;17155;GOYENECHE, ROBERTO PARQUE AV.;3402;3500;3401;3499;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose "Parque Roberto Goyeneche Av."";Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4842047726473,-34.5612532882253],[-58.4851659314367,-34.5598748843957]]]}
2097;20127;SUPERI;2802;2900;2801;2899;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4720347111094,-34.5615401197867],[-58.4723237711057,-34.5612076881254],[-58.4726993074718,-34.5607769344492]]]}
2115;21057;TRIUNVIRATO AV.;6102;6450;6101;6449;;AVENIDA;corr,nombre 8-1-03;Bicisendas preexistentes;;;;{"type":"MultiLineString","coordinates":[[[-58.4958463445506,-34.5587869100921],[-58.4958449365866,-34.5591003048651],[-58.4958873419361,-34.5593456564931],[-58.4962357214497,-34.5615677734614],[-58.4962731606609,-34.5617358692562]]]}
2120;17155;GOYENECHE, ROBERTO PARQUE AV.;3352;3400;3351;3399;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose "Parque Roberto Goyeneche Av."";Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4838227560433,-34.5617533772378],[-58.4842047726473,-34.5612532882253]]]}
2151;6025;FIGUEROA ALCORTA, PRES. AV.;5402;5700;5401;5699;CENTENARIO, Av.;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4239023500394,-34.5620170093619],[-58.4270737294283,-34.5595070186827],[-58.4273549134207,-34.5592831466852]]]}
2160;1047;ALSINA, VALENTIN AV.;0;0;0;0;;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4312908060446,-34.561622355575],[-58.4317720477484,-34.561604308614],[-58.4324482215627,-34.5616230704175],[-58.4332539425216,-34.5616978482028],[-58.4341328378512,-34.5618845442097],[-58.4348584978648,-34.562089157581]]]}
2181;17155;GOYENECHE, ROBERTO PARQUE AV.;3302;3350;3301;3349;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose "Parque Roberto Goyeneche Av."";Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4834738395833,-34.5622101475995],[-58.4838227560433,-34.5617533772378]]]}
2183;26006;YRURTIA, ROGELIO;5652;5700;5651;5699;;CALLE;;Bicisendas;;;;{"type":"MultiLineString","coordinates":[[[-58.5026596971759,-34.5622065021398],[-58.5028074757839,-34.5618380570093],[-58.5029966312364,-34.5614809365613]]]}
2196;12107;DEL LIBERTADOR AV.;0;0;5301;5399;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4412983331777,-34.5622302209539],[-58.4419253516582,-34.562092916394],[-58.4424094227226,-34.5619672259336]]]}
2209;20127;SUPERI;2702;2800;2701;2799;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4712162911321,-34.5624812779071],[-58.4720347111094,-34.5615401197867]]]}
2271;17053;PELLEGRINI, CARLOS E.;5602;5670;5601;5669;;CALLE;;Bicisendas;;;;{"type":"MultiLineString","coordinates":[[[-58.5007831540121,-34.5625175382717],[-58.5018136315961,-34.5630168121008]]]}
2275;7033;GARCIA, TEODORO;1602;1700;1601;1699;ESTECO;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4396213670149,-34.5627828058755],[-58.4398487054914,-34.5630424894866]]]}
2299;17155;GOYENECHE, ROBERTO PARQUE AV.;3202;3300;3201;3299;PARQUE, Av. - GOYENECHE, ROBERTO AV.;AVENIDA;"Modificación del Nombre Oficial según Ley N° 4.294 publicada en el Boletín Oficial 4.016 del día 17/10/2012 asignándose "Parque Roberto Goyeneche Av."";Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4827167633586,-34.5632033463801],[-58.4828346317683,-34.5630469820316],[-58.4834738395833,-34.5622101475995]]]}
2307;17053;PELLEGRINI, CARLOS E.;5672;5700;5671;5699;;CALLE;;Bicisendas;;;;{"type":"MultiLineString","coordinates":[[[-58.5018136315961,-34.5630168121008],[-58.5022523248464,-34.5632293562403],[-58.5024034656816,-34.5633002962388]]]}
2308;26006;YRURTIA, ROGELIO;5702;5800;5701;5799;;CALLE;;Bicisendas;;;;{"type":"MultiLineString","coordinates":[[[-58.5024034656816,-34.5633002962388],[-58.5024460831935,-34.5630518910858],[-58.5024904187561,-34.5628364445564],[-58.5025411463736,-34.5626367712657],[-58.5025981683547,-34.5624266024666],[-58.5026596971759,-34.5622065021398]]]}
2310;20127;SUPERI;2602;2700;2601;2699;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4704979560058,-34.5633073485189],[-58.4712162911321,-34.5624812779071]]]}
2327;21057;TRIUNVIRATO AV.;5902;6100;5901;6099;;AVENIDA;corr.nombre  8-1-03;Bicisendas preexistentes;;;;{"type":"MultiLineString","coordinates":[[[-58.4962731606609,-34.5617358692562],[-58.4963714305608,-34.56202339021],[-58.4965155718932,-34.562275755966],[-58.4966597935019,-34.5625140363858],[-58.4967530029181,-34.5627033146049],[-58.4967785397586,-34.5629065559366],[-58.4967702147731,-34.5631589638197],[-58.4967278882116,-34.5633272225168],[-58.4965931254869,-34.5635357199403]]]}
2372;7033;GARCIA, TEODORO;1702;1800;1701;1799;ESTECO;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4398487054914,-34.5630424894866],[-58.4405990750724,-34.5638999191441]]]}
2396;26006;YRURTIA, ROGELIO;6032;6100;6031;6099;;CALLE;;Bicisendas;;;;{"type":"MultiLineString","coordinates":[[[-58.5049477915022,-34.5635086768655],[-58.504726428258,-34.5636331953939],[-58.5043800620964,-34.5638692400598],[-58.5041732593676,-34.5640034713455],[-58.5040227879297,-34.5640866950574]]]}
