id;codigo;nomoficial;alt_izqini;alt_izqfin;alt_derini;alt_derfin;nomanter;tipo_c;observa;bicisenda;lado_ciclo;recorrid_x;ciclo_obse;st_asgeojson
3500;8018;HOLMBERG;2102;2200;2101;2199;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4741006473981,-34.5723228106054],[-58.4748597957822,-34.5714260086855]]]}
3505;12168;LA PAMPA;3602;3682;3601;3699;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4671176325632,-34.5723542503044],[-58.4659998027398,-34.5717036943279]]]}
3511;3115;CERETTI;3102;3200;3101;3199;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4977360579615,-34.5723774723638],[-58.4986217249347,-34.571281956692]]]}
3512;7033;GARCIA, TEODORO;2602;2700;2601;2699;ESTECO;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4472304384658,-34.571915091768],[-58.447560093869,-34.5724137460399]]]}
3513;13099;MOLDES;702;800;701;799;;CALLE;Asignación de Sentido único de SE a NO de Circulación según Resolución 136/SSTRANS/14 aparecida en el Boletín Oficial 4377 del 14/4/2014;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.447560093869,-34.5724137460399],[-58.4486400939872,-34.5719232203623]]]}
3525;12168;LA PAMPA;3684;3700;3701;3739;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4673642913018,-34.5724961486204],[-58.4671176325632,-34.5723542503044]]]}
3578;12168;LA PAMPA;3702;3784;3741;3799;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4680812837286,-34.5729088128466],[-58.4673642913018,-34.5724961486204]]]}
3580;9016;IRAOLA AV.;0;0;0;0;;AVENIDA;;Bicisendas preexistentes;;;;{"type":"MultiLineString","coordinates":[[[-58.4154892927277,-34.5729438176994],[-58.4152758598253,-34.5727678823892],[-58.4150259618071,-34.5726374273658],[-58.414726183412,-34.5724877964868],[-58.414395590898,-34.5723286452296],[-58.4141149582672,-34.5722012748908],[-58.4137287395588,-34.5720971020221]]]}
3589;12168;LA PAMPA;3786;3800;3801;3819;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4682875873865,-34.573026484668],[-58.4680812837286,-34.5729088128466]]]}
3624;8018;HOLMBERG;2002;2100;2001;2099;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4733247976016,-34.5732393987068],[-58.4741006473981,-34.5723228106054]]]}
3638;3115;CERETTI;3002;3100;3001;3099;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4969616762359,-34.573335902137],[-58.4970796214822,-34.5731894542768],[-58.4977360579615,-34.5723774723638]]]}
3645;20127;SUPERI;1502;1700;1501;1699;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4617302962928,-34.5734321894167],[-58.4631558060917,-34.5717879670502]]]}
3658;12168;LA PAMPA;3802;3900;3821;3899;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4691338386307,-34.5735089988278],[-58.4682875873865,-34.573026484668]]]}
3711;20127;SUPERI;1442;1500;1439;1499;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4605211932026,-34.5739380404752],[-58.4615491593006,-34.5735079726459]]]}
3714;12168;LA PAMPA;3902;4000;3901;3999;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4699256062461,-34.5739604526578],[-58.4691338386307,-34.5735089988278]]]}
3741;8018;HOLMBERG;1902;2000;1901;1999;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4725685106795,-34.57413281016],[-58.4733247976016,-34.5732393987068]]]}
3756;3115;CERETTI;2902;3000;2901;2999;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4962444648699,-34.5742262800939],[-58.4963452224652,-34.5741008949197],[-58.4969616762359,-34.573335902137]]]}
3758;20127;SUPERI;1408;1440;1407;1437;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4597982440242,-34.5742558558693],[-58.4605211932026,-34.5739380404752]]]}
3784;20127;SUPERI;1402;1406;1401;1405;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4594020719008,-34.5744155709155],[-58.4595764454157,-34.5743533897577],[-58.4597982440242,-34.5742558558693]]]}
3799;12168;LA PAMPA;4002;4100;4001;4099;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4708650271922,-34.5744961204651],[-58.4699256062461,-34.5739604526578]]]}
3805;3082;CASARES AV.;3802;3900;3801;3899;;AVENIDA;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.40742032922,-34.5709037233516],[-58.4073486318161,-34.5709198887407],[-58.4072730138965,-34.5709422497568],[-58.4072076116824,-34.570965953456],[-58.4071407603877,-34.5709921917807],[-58.4070898336882,-34.5710128737052],[-58.4070242579442,-34.5710412957393],[-58.406970433509,-34.5710664131023],[-58.4069029807719,-34.5711006091096],[-58.4068281155337,-34.5711428302005],[-58.4067699416313,-34.5711787910195],[-58.4067061444525,-34.571220805829],[-58.4066411531375,-34.5712659892064],[-58.4065786310191,-34.5713108215564],[-58.4065372328296,-34.5713415080583],[-58.4064841629298,-34.5713835276856],[-58.4064390126201,-34.57142301562],[-58.4063734109235,-34.5714891149612],[-58.4063240764194,-34.5715467707141],[-58.4062889679544,-34.5715928128055],[-58.4062528334001,-34.5716453335626],[-58.4062186549579,-34.5717008835124],[-58.4061870292237,-34.5717585474004],[-58.4061581262883,-34.5718186070095],[-58.4061338185579,-34.5718820491671],[-58.4061174345007,-34.5719370439265],[-58.4061059055782,-34.5719888013592],[-58.4060807043958,-34.572114147145],[-58.4060754983669,-34.5722934933479]]]}
3818;3120;CERVIÑO AV.;4802;4900;4801;4899;;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4249874541523,-34.5745562043135],[-58.4273292359799,-34.5728313631369]]]}
3825;20120;SUCRE, ANTONIO JOSE de, Mcal.;4202;4300;4201;4299;SUCRE;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4725685106795,-34.57413281016],[-58.4733473613582,-34.5745860034285],[-58.473501311123,-34.5746817686212]]]}
3840;20127;SUPERI;1302;1400;1301;1399;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4582159334403,-34.5748387201077],[-58.4594020719008,-34.5744155709155]]]}
3865;3115;CERETTI;2802;2900;2801;2899;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4956424661732,-34.574975912483],[-58.4962444648699,-34.5742262800939]]]}
3876;12168;LA PAMPA;4102;4200;4101;4199;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.471805907701,-34.5750325555664],[-58.4708650271922,-34.5744961204651]]]}
3878;3082;CASARES AV.;3602;3700;3601;3699;;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4079955527841,-34.5750216227645],[-58.407812027601,-34.574827165958],[-58.4076063652079,-34.5745052286927]]]}
3895;20127;SUPERI;1202;1300;1201;1299;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4572380477075,-34.5751875683147],[-58.4582159334403,-34.5748387201077]]]}
3905;3082;CASARES AV.;3552;3600;3551;3599;;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4082150693899,-34.5752542659869],[-58.4079955527841,-34.5750216227645]]]}
3947;20127;SUPERI;1102;1200;1101;1199;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4562966812911,-34.5755233818675],[-58.4572380477075,-34.5751875683147]]]}
3948;12168;LA PAMPA;4202;4300;4201;4299;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.472742458324,-34.5755718007441],[-58.4719584081166,-34.575119519616],[-58.471805907701,-34.5750325555664]]]}
3949;4082;DONADO;1802;1900;1801;1899;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.473501311123,-34.5746817686212],[-58.472742458324,-34.5755718007441]]]}
3954;3082;CASARES AV.;3502;3550;3501;3549;;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4085433412669,-34.5755779468628],[-58.4084493089004,-34.5754993806655],[-58.4083244027567,-34.575370094279],[-58.4082150693899,-34.5752542659869]]]}
3984;3115;CERETTI;2702;2800;2701;2799;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4950402864395,-34.5757256827132],[-58.4956424661732,-34.574975912483]]]}
4038;12136;LORETO, Virrey;3302;3400;3301;3399;LORETO;CALLE;corrección altura 9-1-03;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4567167399041,-34.5760605385863],[-58.4562966812911,-34.5755233818675]]]}
4044;12168;LA PAMPA;4302;4400;4301;4399;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4736847252384,-34.5761076577481],[-58.4735471229532,-34.5760327373094],[-58.4728867013296,-34.5756550317527],[-58.472742458324,-34.5755718007441]]]}
4082;13038;MARTINEZ, ENRIQUE, GRAL.;1002;1100;1001;1099;MARTINEZ;CALLE;corrección numeración 3-2;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4556416027192,-34.5763642968012],[-58.4567167399041,-34.5760605385863]]]}
4092;12107;DEL LIBERTADOR AV.;3102;3200;3101;3199;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los cuatro carriles adyacentes a la acera Noreste entre Jerónimo Salguero y Av. Sarmiento, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 hora;Ciclovías;Mano derecha;Vereda;;{"type":"MultiLineString","coordinates":[[[-58.4117470183255,-34.5764347848257],[-58.4131588327311,-34.5757967475574]]]}
4098;3115;CERETTI;2602;2700;2601;2699;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4944373299452,-34.5764763656171],[-58.4950402864395,-34.5757256827132]]]}
4115;13038;MARTINEZ, ENRIQUE, GRAL.;952;1000;951;999;MARTINEZ;CALLE;corrección numeración 3-2;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4547876689869,-34.5766055926467],[-58.4556416027192,-34.5763642968012]]]}
4119;12168;LA PAMPA;4402;4500;4401;4499;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4746189996106,-34.5766361135325],[-58.4738290546519,-34.5761863803952],[-58.4736847252384,-34.5761076577481]]]}
4124;4082;DONADO;1702;1800;1701;1799;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.472742458324,-34.5755718007441],[-58.4718180049586,-34.5766560740499]]]}
4143;12168;LA PAMPA;4502;4516;4501;4599;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4748508671467,-34.5767681384914],[-58.4746189996106,-34.5766361135325]]]}
4153;12107;DEL LIBERTADOR AV.;3002;3100;3001;3099;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los cuatro carriles adyacentes a la acera Noreste entre Jerónimo Salguero y Av. Sarmiento, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 hora;Ciclovías;Mano derecha;Vereda;;{"type":"MultiLineString","coordinates":[[[-58.4109391138689,-34.5767998827951],[-58.4117470183255,-34.5764347848257]]]}
4200;13038;MARTINEZ, ENRIQUE, GRAL.;902;950;901;949;MARTINEZ;CALLE;corrección numeración 3-2;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4537207539464,-34.5771219490344],[-58.4547876689869,-34.5766055926467]]]}
4213;12168;LA PAMPA;4518;4600;4601;4699;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4755943296574,-34.5771902630956],[-58.4750068651033,-34.5768569294217],[-58.4748508671467,-34.5767681384914]]]}
4224;12107;DEL LIBERTADOR AV.;2902;3000;2901;2999;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los cuatro carriles adyacentes a la acera Noreste entre Jerónimo Salguero y Av. Sarmiento, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 hora;Ciclovías;Mano derecha;Calle;;{"type":"MultiLineString","coordinates":[[[-58.4099556713709,-34.5772396915329],[-58.4107246594177,-34.5768968379936],[-58.4109391138689,-34.5767998827951]]]}
4228;3115;CERETTI;2502;2600;2501;2599;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4938065356649,-34.5772686035929],[-58.4943431196973,-34.5765937189648],[-58.4944373299452,-34.5764763656171]]]}
4232;3082;CASARES AV.;3402;3500;3401;3499;;AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4098636887645,-34.5772807098098],[-58.4097810317224,-34.5768479093655],[-58.4097688865747,-34.5767997330623],[-58.4097467057301,-34.5767336643287],[-58.4097244340126,-34.5766766804398],[-58.4096980746348,-34.5766208920048],[-58.4096677127927,-34.5765662286326],[-58.4096282449831,-34.5765045891693],[-58.4095985562769,-34.5764626730865],[-58.409567419522,-34.5764217423228],[-58.4095347496648,-34.5763816559892],[-58.4095005467066,-34.5763424140844],[-58.4094648957478,-34.5763040870697],[-58.409427796789,-34.5762666749439],[-58.4093893349302,-34.5762302481683],[-58.4093495101267,-34.5761948771673],[-58.4092969189927,-34.5761513312102],[-58.4092252635787,-34.5760954524169],[-58.4091526708207,-34.5760409112545],[-58.4090789706105,-34.5759874259444],[-58.4090040777585,-34.5759350668729],[-58.4089417792322,-34.5758936292554],[-58.408852846621,-34.5758276717839],[-58.4087729357704,-34.5757672818479],[-58.4085433412669,-34.5755779468628]]]}
4233;12107;DEL LIBERTADOR AV.;0;0;0;0;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los cuatro carriles adyacentes a la acera Noreste entre Jerónimo Salguero y Av. Sarmiento, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 hora;Ciclovías;Mano derecha;Calle;;{"type":"MultiLineString","coordinates":[[[-58.4098636887645,-34.5772807098098],[-58.4099556713709,-34.5772396915329]]]}
4318;12107;DEL LIBERTADOR AV.;2802;2890;2801;2899;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los cuatro carriles adyacentes a la acera Noreste entre Jerónimo Salguero y Av. Sarmiento, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 hora;Ciclovías;Mano derecha;Calle;;{"type":"MultiLineString","coordinates":[[[-58.4086165490829,-34.577836736179],[-58.4098636887645,-34.5772807098098]]]}
4324;4082;DONADO;1602;1700;1601;1699;;CALLE;;Ciclovías Proyectadas;;;;{"type":"MultiLineString","coordinates":[[[-58.4718180049586,-34.5766560740499],[-58.470769229141,-34.5778861292137]]]}
4333;13038;MARTINEZ, ENRIQUE, GRAL.;802;900;801;899;MARTINEZ;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4520100012145,-34.5779477613982],[-58.4537207539464,-34.5771219490344]]]}
4354;12168;LA PAMPA;4702;4800;4701;4799;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4771503372173,-34.5780731540623],[-58.4755943296574,-34.5771902630956]]]}
4367;12107;DEL LIBERTADOR AV.;2702;2800;2701;2799;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los cuatro carriles adyacentes a la acera Noreste entre Jerónimo Salguero y Av. Sarmiento, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 hora;Ciclovías;Mano derecha;Calle;;{"type":"MultiLineString","coordinates":[[[-58.4079071633465,-34.5781530527416],[-58.4086165490829,-34.577836736179]]]}
4416;13038;MARTINEZ, ENRIQUE, GRAL.;702;800;701;799;MARTINEZ;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4510879807815,-34.5783928366699],[-58.4520100012145,-34.5779477613982]]]}
4422;12168;LA PAMPA;4802;4868;4801;4899;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.477773158275,-34.5784269668058],[-58.4773332488211,-34.5781769394392],[-58.4771503372173,-34.5780731540623]]]}
4465;12168;LA PAMPA;4870;4900;4901;4929;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4781986790841,-34.5786688250483],[-58.477773158275,-34.5784269668058]]]}
4509;13038;MARTINEZ, ENRIQUE, GRAL.;602;700;601;699;MARTINEZ;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4499824458366,-34.578926974191],[-58.4501401492095,-34.5788502971743],[-58.4510879807815,-34.5783928366699]]]}
4527;3115;CERETTI;2302;2400;2301;2399;;CALLE;Sentido de Circulación modificado en Agosto de 2013 por la inauguración del Túnel bajo las Vías del FFCC;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4923355234719,-34.5790591854355],[-58.4930650919843,-34.57820446335]]]}
4536;12168;LA PAMPA;4902;5000;4931;4999;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.478988076277,-34.5791249385084],[-58.478655284304,-34.578928354533],[-58.4781986790841,-34.5786688250483]]]}
4548;12107;DEL LIBERTADOR AV.;2502;2600;2501;2599;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los tres carriles adyacentes a la acera Noreste entre Austria y Jerónimo Salguero, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 horas;Ciclovías;Mano derecha;Calle;;{"type":"MultiLineString","coordinates":[[[-58.4063238742073,-34.5791614582776],[-58.4069137778266,-34.5786825308349]]]}
4579;13038;MARTINEZ, ENRIQUE, GRAL.;502;600;501;599;MARTINEZ;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4491088558413,-34.5793518977896],[-58.4499824458366,-34.578926974191]]]}
4629;12107;DEL LIBERTADOR AV.;2442;2500;2441;2499;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los tres carriles adyacentes a la acera Noreste entre Austria y Jerónimo Salguero, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 horas;Ciclovías;Mano derecha;Vereda;;{"type":"MultiLineString","coordinates":[[[-58.4058316226626,-34.5795610352659],[-58.4063238742073,-34.5791614582776]]]}
4642;13038;MARTINEZ, ENRIQUE, GRAL.;402;500;401;499;MARTINEZ;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4484692620963,-34.5796629646278],[-58.4491088558413,-34.5793518977896]]]}
4653;7054;GODOY CRUZ;2602;2700;2601;2699;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4261937026742,-34.5797294644741],[-58.4254372112259,-34.5788656083306],[-58.425252448352,-34.5786635010942]]]}
4665;12107;DEL LIBERTADOR AV.;2402;2440;2401;2439;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los tres carriles adyacentes a la acera Noreste entre Austria y Jerónimo Salguero, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 horas;Ciclovías;Mano derecha;Vereda;;{"type":"MultiLineString","coordinates":[[[-58.4055660706543,-34.579776624428],[-58.4058316226626,-34.5795610352659]]]}
4669;12168;LA PAMPA;5002;5100;5001;5083;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4801834299697,-34.5798198021185],[-58.4792326470187,-34.5792694187008],[-58.478988076277,-34.5791249385084]]]}
4677;3115;CERETTI;2202;2300;2201;2299;;CALLE;Sentido de Circulación modificado en Agosto de 2013 por la inauguración del Túnel bajo las Vías del FFCC;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4916636468161,-34.5798464217722],[-58.4923355234719,-34.5790591854355]]]}
4704;12168;LA PAMPA;5102;5130;5085;5099;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4804836125763,-34.5799934983768],[-58.4801834299697,-34.5798198021185]]]}
4740;13038;MARTINEZ, ENRIQUE, GRAL.;302;400;301;399;MARTINEZ;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4474832510722,-34.5801444854523],[-58.4483158985466,-34.5797375272225],[-58.4484692620963,-34.5796629646278]]]}
4768;12168;LA PAMPA;5132;5200;5101;5199;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4811292011629,-34.5803677139438],[-58.4809937130046,-34.5802887873837],[-58.4804836125763,-34.5799934983768]]]}
4790;12107;DEL LIBERTADOR AV.;2302;2400;2301;2399;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los tres carriles adyacentes a la acera Noreste entre Austria y Jerónimo Salguero, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 horas;Ciclovías;Mano derecha;Vereda;;{"type":"MultiLineString","coordinates":[[[-58.4046888166563,-34.5804801834537],[-58.4052975354547,-34.5799946060664],[-58.4055660706543,-34.579776624428]]]}
4804;12107;DEL LIBERTADOR AV.;0;0;0;0;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los tres carriles adyacentes a la acera Noreste entre Austria y Jerónimo Salguero, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 horas;Ciclovías;Mano derecha;Vereda;;{"type":"MultiLineString","coordinates":[[[-58.4046446853413,-34.5805153751944],[-58.4046888166563,-34.5804801834537]]]}
4825;3115;CERETTI;2152;2200;2151;2199;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4916636468161,-34.5798464217722],[-58.4910678724869,-34.5806107483746]]]}
4831;13038;MARTINEZ, ENRIQUE, GRAL.;202;300;201;299;MARTINEZ;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4464113900474,-34.5806717633927],[-58.4465649280451,-34.5805934002512],[-58.4474832510722,-34.5801444854523]]]}
4841;6057;FREIRE, RAMON, CAP. GRAL.;2;100;1;99;FREYRE-CAPITAN RAMON FREYRE;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4422825227001,-34.5807276941797],[-58.4430660212871,-34.5801692784067],[-58.4434392275528,-34.5801589853281],[-58.4436114090169,-34.5801059115781]]]}
4842;7054;GODOY CRUZ;2502;2600;2501;2599;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.427072082992,-34.5807325121502],[-58.4261937026742,-34.5797294644741]]]}
4885;13038;MARTINEZ, ENRIQUE, GRAL.;182;200;181;199;MARTINEZ;CALLE;corr.nombre y alt.9-1-03;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4459536697234,-34.5809051618382],[-58.4464113900474,-34.5806717633927]]]}
4894;4089;DORREGO;0;0;1801;1827;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4422825227001,-34.5807276941797],[-58.4425093927139,-34.5809387970112]]]}
4897;1103;ARENAL, CONCEPCION;3102;3200;3101;3199;ESTADOS;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4445768907631,-34.5809422202367],[-58.4444988245436,-34.5808722057177],[-58.4436114090169,-34.5801059115781]]]}
4905;12168;LA PAMPA;5202;5300;5201;5299;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4821455833616,-34.5809595526435],[-58.4811292011629,-34.5803677139438]]]}
4943;3115;CERETTI;2102;2150;2101;2149;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4910678724869,-34.5806107483746],[-58.490665378209,-34.5811271302613]]]}
4977;12107;DEL LIBERTADOR AV.;2202;2300;2201;2299;DEL LIBERTADOR GENERAL SAN MARTIN, Av.(parciales :;AVENIDA;Según Ley 1420 public. en el BO N° 2036 del 30/09/2004, Av. Del Libertador, los tres carriles adyacentes a la acera Noreste entre Austria y Jerónimo Salguero, sentido de circulación Sudeste - Noroeste, sólo los días hábiles de 17 a 22 horas;Ciclovías;Mano derecha;Vereda;;{"type":"MultiLineString","coordinates":[[[-58.4036702085426,-34.5812926863818],[-58.4046446853413,-34.5805153751944]]]}
4995;1103;ARENAL, CONCEPCION;3202;3300;3201;3299;ESTADOS;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4451695854914,-34.5814731034342],[-58.4445768907631,-34.5809422202367]]]}
4996;13038;MARTINEZ, ENRIQUE, GRAL.;102;180;101;179;MARTINEZ;CALLE;corr.nombre y alt. 9-1-03;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4451695854914,-34.5814731034342],[-58.4452900057838,-34.5813816380123],[-58.4459536697234,-34.5809051618382]]]}
5013;12168;LA PAMPA;5302;5400;5301;5399;TORNQUINST, E. - PAMPA;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4831341320974,-34.5815350487786],[-58.4830135434292,-34.581464925162],[-58.4821455833616,-34.5809595526435]]]}
5024;4073;DIAZ, CNEL. AV.;2702;2800;2701;2799;CORONEL (PARCIAL);AVENIDA;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4046446853413,-34.5805153751944],[-58.4051841460479,-34.5815615188407]]]}
5088;7072;GORRITI;6002;6100;6001;6099;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.4425093927139,-34.5809387970112],[-58.441375930327,-34.5817868083568]]]}
5089;7054;GODOY CRUZ;2402;2500;2401;2499;;CALLE;;Ciclovías;;;;{"type":"MultiLineString","coordinates":[[[-58.427995677406,-34.5817871880603],[-58.427072082992,-34.5807325121502]]]}
